2023-03-07 10:27:33,492 INFO  Logger.cs: 70 - 
2023-03-07 10:27:55,545 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_659C576188689762_X0_-1
2023-03-07 10:27:55,545 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _X2_659C576188689762_X0_-1
2023-03-07 10:27:55,545 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _X2_677F91D1_X0_-1
2023-03-07 10:27:55,545 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_677F91D1_X0_-1
2023-03-07 10:27:55,546 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _X2_677F91D1_X0_-1
2023-03-07 10:27:55,546 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ±×©Ynew
2023-03-07 10:27:55,546 INFO  ExportHelperExtension.cs: 1136 - Found 21 in ±×©Ynew
2023-03-07 10:27:55,547 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ±×©Ynew
2023-03-07 10:27:55,547 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-07 10:27:55,547 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-03-07 10:27:55,547 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _X2_659C576188689762_X0_-1
2023-03-07 10:27:55,548 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_659C576188689762_X0_-1
2023-03-07 10:27:55,548 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _X2_659C576188689762_X0_-1
2023-03-07 10:27:55,548 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _X2_677F91D1_X0_-1
2023-03-07 10:27:55,549 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_677F91D1_X0_-1
2023-03-07 10:27:55,549 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _X2_677F91D1_X0_-1
2023-03-07 10:27:55,641 INFO  SwAddin.cs: 339 - Loading config tree
2023-03-07 10:27:55,644 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-03-07 10:27:55,646 INFO  SwAddin.cs: 344 - Showing property manager
2023-03-07 10:28:00,245 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-07 10:28:05,809 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-07 10:28:55,044 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-03-07 10:28:56,000 INFO  ExportHelperExtension.cs: 347 - Creating joint block
2023-03-07 10:28:56,006 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-03-07 10:28:56,007 INFO  ExportHelperExtension.cs: 1402 - Fixing 21
2023-03-07 10:28:56,073 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-03-07 10:28:56,074 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-07 10:28:56,075 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-07 10:28:56,075 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-07 10:28:56,095 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 21
2023-03-07 10:28:56,678 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child block failed
2023-03-07 10:28:56,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ±×©Ynew
2023-03-07 10:28:56,808 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ±×©Ynew
2023-03-07 10:28:56,809 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in ±×©Ynew
2023-03-07 10:28:56,809 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-07 10:28:56,809 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-03-07 10:28:56,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,810 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,810 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _X2_677F91D1_X0_-1
2023-03-07 10:28:56,811 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_677F91D1_X0_-1
2023-03-07 10:28:56,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _X2_677F91D1_X0_-1
2023-03-07 10:28:56,812 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ±×©Ynew
2023-03-07 10:28:56,812 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ±×©Ynew
2023-03-07 10:28:56,812 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ±×©Ynew
2023-03-07 10:28:56,813 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-07 10:28:56,813 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-03-07 10:28:56,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,813 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,814 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _X2_659C576188689762_X0_-1
2023-03-07 10:28:56,814 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _X2_677F91D1_X0_-1
2023-03-07 10:28:56,814 INFO  ExportHelperExtension.cs: 1136 - Found 17 in _X2_677F91D1_X0_-1
2023-03-07 10:28:56,814 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _X2_677F91D1_X0_-1
2023-03-07 10:28:56,839 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-07 10:29:09,724 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-03-07 10:29:09,728 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
